     k         norm x 
    12     0.008819 ( 0.38271, 0.046704, -0.26043,  0.21869,  0.81838,  0.49055, 0.078193, -0.29228,  0.33282,   1.0633,  0.51414, 0.088282, -0.29008,  0.36559,   1.1188,  0.49055, 0.078193, -0.29228,  0.33282,   1.0633,  0.38271, 0.046704, -0.26043,  0.21869,  0.81838)
    13     0.007125 ( 0.38431, 0.050119, -0.25672,  0.22269,  0.82049,  0.49376, 0.083315, -0.28487,  0.33882,   1.0675,  0.51735, 0.095111, -0.28267,  0.37359,    1.123,  0.49376, 0.083315, -0.28487,  0.33882,   1.0675,  0.38431, 0.050119, -0.25672,  0.22269,  0.82049)
    14     0.006576 ( 0.38597, 0.052727, -0.25302,  0.22565,  0.82255,  0.49624, 0.088529, -0.27932,  0.34473,   1.0706,  0.52066,  0.10033, -0.27526,   0.3795,   1.1271,  0.49624, 0.088529, -0.27932,  0.34473,   1.0706,  0.38597, 0.052727, -0.25302,  0.22565,  0.82255)
    15     0.005163 ( 0.38724, 0.055371, -0.25024,  0.22857,  0.82406,  0.49879, 0.092495, -0.27375,  0.34911,   1.0736,   0.5232,  0.10561,  -0.2697,  0.38534,   1.1302,  0.49879, 0.092495, -0.27375,  0.34911,   1.0736,  0.38724, 0.055371, -0.25024,  0.22857,  0.82406)
    16     0.004908 ( 0.38854, 0.057376, -0.24745,  0.23073,  0.82554,  0.50074, 0.096505, -0.26958,  0.35344,   1.0758,   0.5258,  0.10962, -0.26414,  0.38967,   1.1331,  0.50074, 0.096505, -0.26958,  0.35344,   1.0758,  0.38854, 0.057376, -0.24745,  0.23073,  0.82554)
    17     0.003787 ( 0.38953, 0.059398, -0.24537,  0.23288,  0.82664,  0.50271, 0.099538, -0.26541,  0.35666,    1.078,  0.52777,  0.11367, -0.25997,  0.39397,   1.1353,  0.50271, 0.099538, -0.26541,  0.35666,    1.078,  0.38953, 0.059398, -0.24537,  0.23288,  0.82664)
    18     0.003667 ( 0.39053, 0.060924, -0.24328,  0.23448,  0.82773,  0.50421,  0.10259, -0.26228,  0.35987,   1.0797,  0.52977,  0.11672,  -0.2558,  0.39717,   1.1375,  0.50421,  0.10259, -0.26228,  0.35987,   1.0797,  0.39053, 0.060924, -0.24328,  0.23448,  0.82773)
    19     0.002799 ( 0.39128, 0.062459, -0.24172,  0.23608,  0.82854,  0.50572,  0.10489, -0.25916,  0.36226,   1.0813,  0.53128,  0.11979, -0.25267,  0.40036,   1.1391,  0.50572,  0.10489, -0.25916,  0.36226,   1.0813,  0.39128, 0.062459, -0.24172,  0.23608,  0.82854)
    20     0.002743 ( 0.39205, 0.063614, -0.24015,  0.23727,  0.82934,  0.50687,   0.1072, -0.25681,  0.36464,   1.0825,  0.53281,   0.1221, -0.24954,  0.40274,   1.1407,  0.50687,   0.1072, -0.25681,  0.36464,   1.0825,  0.39205, 0.063614, -0.24015,  0.23727,  0.82934)
    21     0.002079 ( 0.39262, 0.064774, -0.23898,  0.23846,  0.82994,  0.50801,  0.10894, -0.25446,  0.36642,   1.0837,  0.53396,  0.12442, -0.24719,  0.40512,   1.1419,  0.50801,  0.10894, -0.25446,  0.36642,   1.0837,  0.39262, 0.064774, -0.23898,  0.23846,  0.82994)
    22     0.002053 (  0.3932, 0.065645, -0.23781,  0.23934,  0.83053,  0.50888,  0.11069,  -0.2527,   0.3682,   1.0846,  0.53511,  0.12616, -0.24485,  0.40689,   1.1431,  0.50888,  0.11069,  -0.2527,   0.3682,   1.0846,   0.3932, 0.065645, -0.23781,  0.23934,  0.83053)
    23     0.001550 ( 0.39363, 0.066519, -0.23693,  0.24023,  0.83098,  0.50975,    0.112, -0.25094,  0.36953,   1.0855,  0.53598,  0.12791, -0.24309,  0.40867,    1.144,  0.50975,    0.112, -0.25094,  0.36953,   1.0855,  0.39363, 0.066519, -0.23693,  0.24023,  0.83098)
    24     0.001537 ( 0.39407, 0.067175, -0.23605,  0.24089,  0.83142,   0.5104,  0.11331, -0.24962,  0.37085,   1.0861,  0.53685,  0.12922, -0.24133,  0.40999,   1.1449,   0.5104,  0.11331, -0.24962,  0.37085,   1.0861,  0.39407, 0.067175, -0.23605,  0.24089,  0.83142)
    25     0.001157 ( 0.39439, 0.067832, -0.23539,  0.24156,  0.83176,  0.51106,  0.11429,  -0.2483,  0.37185,   1.0868,  0.53751,  0.13054, -0.24001,  0.41132,   1.1456,  0.51106,  0.11429,  -0.2483,  0.37185,   1.0868,  0.39439, 0.067832, -0.23539,  0.24156,  0.83176)
    26     0.001151 ( 0.39472, 0.068325, -0.23473,  0.24205,  0.83209,  0.51155,  0.11528, -0.24731,  0.37284,   1.0873,  0.53816,  0.13152, -0.23869,  0.41231,   1.1462,  0.51155,  0.11528, -0.24731,  0.37284,   1.0873,  0.39472, 0.068325, -0.23473,  0.24205,  0.83209)
    27     0.000866 ( 0.39497, 0.068818, -0.23423,  0.24255,  0.83234,  0.51204,  0.11602, -0.24632,  0.37359,   1.0878,  0.53865,  0.13251,  -0.2377,  0.41331,   1.1467,  0.51204,  0.11602, -0.24632,  0.37359,   1.0878,  0.39497, 0.068818, -0.23423,  0.24255,  0.83234)
    28     0.000863 ( 0.39521, 0.069189, -0.23374,  0.24292,  0.83258,  0.51241,  0.11676, -0.24558,  0.37433,   1.0882,  0.53915,  0.13325, -0.23671,  0.41405,   1.1472,  0.51241,  0.11676, -0.24558,  0.37433,   1.0882,  0.39521, 0.069189, -0.23374,  0.24292,  0.83258)
    29     0.000648 (  0.3954, 0.069559, -0.23337,  0.24329,  0.83277,  0.51278,  0.11732, -0.24484,  0.37489,   1.0885,  0.53952,  0.13399, -0.23597,  0.41479,   1.1476,  0.51278,  0.11732, -0.24484,  0.37489,   1.0885,   0.3954, 0.069559, -0.23337,  0.24329,  0.83277)
    30     0.000647 ( 0.39559, 0.069837,   -0.233,  0.24357,  0.83296,  0.51306,  0.11787, -0.24428,  0.37545,   1.0888,  0.53989,  0.13455, -0.23522,  0.41535,    1.148,  0.51306,  0.11787, -0.24428,  0.37545,   1.0888,  0.39559, 0.069837,   -0.233,  0.24357,  0.83296)
    31     0.000485 ( 0.39572, 0.070115, -0.23272,  0.24385,   0.8331,  0.51334,  0.11829, -0.24373,  0.37586,   1.0891,  0.54017,   0.1351, -0.23467,  0.41591,   1.1482,  0.51334,  0.11829, -0.24373,  0.37586,   1.0891,  0.39572, 0.070115, -0.23272,  0.24385,   0.8331)
    32     0.000485 ( 0.39586, 0.070324, -0.23244,  0.24406,  0.83324,  0.51354,  0.11871, -0.24331,  0.37628,   1.0893,  0.54044,  0.13552, -0.23411,  0.41633,   1.1485,  0.51354,  0.11871, -0.24331,  0.37628,   1.0893,  0.39586, 0.070324, -0.23244,  0.24406,  0.83324)
    33     0.000364 ( 0.39597, 0.070533, -0.23223,  0.24427,  0.83334,  0.51375,  0.11902, -0.24289,  0.37659,   1.0895,  0.54065,  0.13594, -0.23369,  0.41674,   1.1487,  0.51375,  0.11902, -0.24289,  0.37659,   1.0895,  0.39597, 0.070533, -0.23223,  0.24427,  0.83334)
    34     0.000363 ( 0.39607, 0.070689, -0.23202,  0.24443,  0.83344,  0.51391,  0.11933, -0.24258,  0.37691,   1.0897,  0.54086,  0.13625, -0.23327,  0.41706,   1.1489,  0.51391,  0.11933, -0.24258,  0.37691,   1.0897,  0.39607, 0.070689, -0.23202,  0.24443,  0.83344)
    35     0.000273 ( 0.39615, 0.070846, -0.23187,  0.24458,  0.83352,  0.51407,  0.11957, -0.24226,  0.37714,   1.0898,  0.54102,  0.13656, -0.23296,  0.41737,   1.1491,  0.51407,  0.11957, -0.24226,  0.37714,   1.0898,  0.39615, 0.070846, -0.23187,  0.24458,  0.83352)
    36     0.000273 ( 0.39623, 0.070963, -0.23171,   0.2447,   0.8336,  0.51418,   0.1198, -0.24203,  0.37738,   1.0899,  0.54117,   0.1368, -0.23265,  0.41761,   1.1493,  0.51418,   0.1198, -0.24203,  0.37738,   1.0899,  0.39623, 0.070963, -0.23171,   0.2447,   0.8336)
    37     0.000204 ( 0.39629, 0.071081, -0.23159,  0.24482,  0.83366,   0.5143,  0.11998, -0.24179,  0.37755,   1.0901,  0.54129,  0.13703, -0.23241,  0.41784,   1.1494,   0.5143,  0.11998, -0.24179,  0.37755,   1.0901,  0.39629, 0.071081, -0.23159,  0.24482,  0.83366)
    38     0.000204 ( 0.39635, 0.071169, -0.23147,  0.24491,  0.83372,  0.51439,  0.12016, -0.24162,  0.37773,   1.0901,  0.54141,  0.13721, -0.23218,  0.41802,   1.1495,  0.51439,  0.12016, -0.24162,  0.37773,   1.0901,  0.39635, 0.071169, -0.23147,  0.24491,  0.83372)
    39     0.000153 ( 0.39639, 0.071257, -0.23139,  0.24499,  0.83376,  0.51448,  0.12029, -0.24144,  0.37786,   1.0902,   0.5415,  0.13739,   -0.232,  0.41819,   1.1496,  0.51448,  0.12029, -0.24144,  0.37786,   1.0902,  0.39639, 0.071257, -0.23139,  0.24499,  0.83376)
    40     0.000153 ( 0.39643, 0.071323,  -0.2313,  0.24506,  0.83381,  0.51454,  0.12042, -0.24131,    0.378,   1.0903,  0.54158,  0.13752, -0.23183,  0.41833,   1.1497,  0.51454,  0.12042, -0.24131,    0.378,   1.0903,  0.39643, 0.071323,  -0.2313,  0.24506,  0.83381)
    41     0.000115 ( 0.39647, 0.071389, -0.23123,  0.24513,  0.83384,  0.51461,  0.12052, -0.24118,  0.37809,   1.0904,  0.54165,  0.13765, -0.23169,  0.41846,   1.1497,  0.51461,  0.12052, -0.24118,  0.37809,   1.0904,  0.39647, 0.071389, -0.23123,  0.24513,  0.83384)
    42     0.000115 (  0.3965, 0.071438, -0.23117,  0.24518,  0.83387,  0.51466,  0.12062, -0.24108,  0.37819,   1.0904,  0.54172,  0.13775, -0.23156,  0.41856,   1.1498,  0.51466,  0.12062, -0.24108,  0.37819,   1.0904,   0.3965, 0.071438, -0.23117,  0.24518,  0.83387)
    43     0.000086 ( 0.39652, 0.071488, -0.23112,  0.24523,   0.8339,  0.51471,  0.12069, -0.24098,  0.37827,   1.0905,  0.54177,  0.13785, -0.23146,  0.41866,   1.1498,  0.51471,  0.12069, -0.24098,  0.37827,   1.0905,  0.39652, 0.071488, -0.23112,  0.24523,   0.8339)
    44     0.000086 ( 0.39655, 0.071525, -0.23107,  0.24526,  0.83392,  0.51475,  0.12077,  -0.2409,  0.37834,   1.0905,  0.54182,  0.13792, -0.23136,  0.41873,   1.1499,  0.51475,  0.12077,  -0.2409,  0.37834,   1.0905,  0.39655, 0.071525, -0.23107,  0.24526,  0.83392)
    45     0.000065 ( 0.39657, 0.071562, -0.23103,   0.2453,  0.83394,  0.51478,  0.12082, -0.24083,   0.3784,   1.0905,  0.54185,    0.138, -0.23129,   0.4188,   1.1499,  0.51478,  0.12082, -0.24083,   0.3784,   1.0905,  0.39657, 0.071562, -0.23103,   0.2453,  0.83394)
    46     0.000065 ( 0.39659,  0.07159, -0.23099,  0.24533,  0.83396,  0.51481,  0.12088, -0.24077,  0.37845,   1.0906,  0.54189,  0.13805, -0.23122,  0.41886,     1.15,  0.51481,  0.12088, -0.24077,  0.37845,   1.0906,  0.39659,  0.07159, -0.23099,  0.24533,  0.83396)
    47     0.000048 (  0.3966, 0.071618, -0.23096,  0.24536,  0.83397,  0.51484,  0.12092, -0.24072,   0.3785,   1.0906,  0.54192,  0.13811, -0.23116,  0.41892,     1.15,  0.51484,  0.12092, -0.24072,   0.3785,   1.0906,   0.3966, 0.071618, -0.23096,  0.24536,  0.83397)
    48     0.000048 ( 0.39661, 0.071639, -0.23094,  0.24538,  0.83399,  0.51486,  0.12096, -0.24068,  0.37854,   1.0906,  0.54195,  0.13815,  -0.2311,  0.41896,     1.15,  0.51486,  0.12096, -0.24068,  0.37854,   1.0906,  0.39661, 0.071639, -0.23094,  0.24538,  0.83399)
    49     0.000036 ( 0.39662,  0.07166, -0.23092,   0.2454,    0.834,  0.51488,  0.12099, -0.24064,  0.37857,   1.0906,  0.54197,  0.13819, -0.23106,    0.419,     1.15,  0.51488,  0.12099, -0.24064,  0.37857,   1.0906,  0.39662,  0.07166, -0.23092,   0.2454,    0.834)
    50     0.000036 ( 0.39664, 0.071675, -0.23089,  0.24541,  0.83401,   0.5149,  0.12102,  -0.2406,   0.3786,   1.0907,  0.54199,  0.13822, -0.23102,  0.41903,   1.1501,   0.5149,  0.12102,  -0.2406,   0.3786,   1.0907,  0.39664, 0.071675, -0.23089,  0.24541,  0.83401)
    51     0.000027 ( 0.39664, 0.071691, -0.23088,  0.24543,  0.83402,  0.51491,  0.12105, -0.24057,  0.37862,   1.0907,    0.542,  0.13825, -0.23099,  0.41906,   1.1501,  0.51491,  0.12105, -0.24057,  0.37862,   1.0907,  0.39664, 0.071691, -0.23088,  0.24543,  0.83402)
    52     0.000027 ( 0.39665, 0.071703, -0.23086,  0.24544,  0.83402,  0.51492,  0.12107, -0.24055,  0.37865,   1.0907,  0.54202,  0.13828, -0.23096,  0.41909,   1.1501,  0.51492,  0.12107, -0.24055,  0.37865,   1.0907,  0.39665, 0.071703, -0.23086,  0.24544,  0.83402)
    53     0.000020 ( 0.39666, 0.071715, -0.23085,  0.24545,  0.83403,  0.51494,  0.12109, -0.24053,  0.37866,   1.0907,  0.54203,   0.1383, -0.23093,  0.41911,   1.1501,  0.51494,  0.12109, -0.24053,  0.37866,   1.0907,  0.39666, 0.071715, -0.23085,  0.24545,  0.83403)
    54     0.000020 ( 0.39666, 0.071723, -0.23084,  0.24546,  0.83404,  0.51494,  0.12111, -0.24051,  0.37868,   1.0907,  0.54204,  0.13832, -0.23091,  0.41913,   1.1501,  0.51494,  0.12111, -0.24051,  0.37868,   1.0907,  0.39666, 0.071723, -0.23084,  0.24546,  0.83404)
    55     0.000015 ( 0.39667, 0.071732, -0.23083,  0.24547,  0.83404,  0.51495,  0.12112, -0.24049,   0.3787,   1.0907,  0.54205,  0.13834, -0.23089,  0.41914,   1.1501,  0.51495,  0.12112, -0.24049,   0.3787,   1.0907,  0.39667, 0.071732, -0.23083,  0.24547,  0.83404)
    56     0.000015 ( 0.39667, 0.071739, -0.23082,  0.24548,  0.83405,  0.51496,  0.12113, -0.24048,  0.37871,   1.0907,  0.54206,  0.13835, -0.23088,  0.41916,   1.1501,  0.51496,  0.12113, -0.24048,  0.37871,   1.0907,  0.39667, 0.071739, -0.23082,  0.24548,  0.83405)
    57     0.000012 ( 0.39667, 0.071745, -0.23082,  0.24548,  0.83405,  0.51497,  0.12114, -0.24046,  0.37872,   1.0907,  0.54207,  0.13836, -0.23086,  0.41917,   1.1501,  0.51497,  0.12114, -0.24046,  0.37872,   1.0907,  0.39667, 0.071745, -0.23082,  0.24548,  0.83405)
    58     0.000012 ( 0.39668,  0.07175, -0.23081,  0.24549,  0.83405,  0.51497,  0.12115, -0.24045,  0.37873,   1.0907,  0.54207,  0.13837, -0.23085,  0.41918,   1.1502,  0.51497,  0.12115, -0.24045,  0.37873,   1.0907,  0.39668,  0.07175, -0.23081,  0.24549,  0.83405)
    59     0.000009 ( 0.39668, 0.071755,  -0.2308,  0.24549,  0.83405,  0.51498,  0.12116, -0.24044,  0.37874,   1.0907,  0.54208,  0.13838, -0.23084,  0.41919,   1.1502,  0.51498,  0.12116, -0.24044,  0.37874,   1.0907,  0.39668, 0.071755,  -0.2308,  0.24549,  0.83405)
