     k         norm x 
    15     0.000778 (0.93285, 0.97316,  1.1056,  1.4228, 0.85774, 0.80482, 0.85202,  1.1061, 0.87546, 0.80259, 0.80555, 0.97408,  0.9294,  0.8759, 0.85865, 0.93373)
    16     0.000509 (0.93328, 0.97371,  1.1061,  1.4231, 0.85829, 0.80555, 0.85261,  1.1064,  0.8759, 0.80317, 0.80602, 0.97431, 0.92963,  0.8762, 0.85889, 0.93385)
    17     0.000333 (0.93355, 0.97408,  1.1064,  1.4232, 0.85865, 0.80602, 0.85299,  1.1065,  0.8762, 0.80356, 0.80633, 0.97447, 0.92977, 0.87639, 0.85904, 0.93393)
    18     0.000218 (0.93373, 0.97431,  1.1065,  1.4233, 0.85889, 0.80633, 0.85324,  1.1067, 0.87639, 0.80381, 0.80654, 0.97457, 0.92987, 0.87651, 0.85915, 0.93398)
    19     0.000143 (0.93385, 0.97447,  1.1067,  1.4234, 0.85904, 0.80654, 0.85341,  1.1068, 0.87651, 0.80397, 0.80667, 0.97464, 0.92993,  0.8766, 0.85921, 0.93401)
    20     0.000093 (0.93393, 0.97457,  1.1068,  1.4234, 0.85915, 0.80667, 0.85352,  1.1068,  0.8766, 0.80408, 0.80676, 0.97468, 0.92997, 0.87665, 0.85926, 0.93404)
    21     0.000061 (0.93398, 0.97464,  1.1068,  1.4234, 0.85921, 0.80676, 0.85359,  1.1068, 0.87665, 0.80415, 0.80681, 0.97471,    0.93, 0.87669, 0.85928, 0.93405)
    22     0.000040 (0.93401, 0.97468,  1.1068,  1.4234, 0.85926, 0.80681, 0.85363,  1.1069, 0.87669,  0.8042, 0.80685, 0.97473, 0.93002, 0.87671,  0.8593, 0.93406)
    23     0.000026 (0.93404, 0.97471,  1.1069,  1.4235, 0.85928, 0.80685, 0.85366,  1.1069, 0.87671, 0.80423, 0.80688, 0.97474, 0.93003, 0.87672, 0.85931, 0.93407)
    24     0.000017 (0.93405, 0.97473,  1.1069,  1.4235,  0.8593, 0.80688, 0.85368,  1.1069, 0.87672, 0.80425, 0.80689, 0.97475, 0.93004, 0.87673, 0.85932, 0.93407)
    25     0.000011 (0.93406, 0.97474,  1.1069,  1.4235, 0.85931, 0.80689,  0.8537,  1.1069, 0.87673, 0.80426,  0.8069, 0.97475, 0.93004, 0.87674, 0.85933, 0.93407)
    26     0.000007 (0.93407, 0.97475,  1.1069,  1.4235, 0.85932,  0.8069,  0.8537,  1.1069, 0.87674, 0.80427, 0.80691, 0.97476, 0.93004, 0.87674, 0.85933, 0.93407)
