     k         norm x 
    36     0.000086 (0.93389, 0.97446,  1.1066,  1.4233, 0.85903, 0.80643, 0.85323,  1.1066, 0.87645, 0.80379, 0.80643, 0.97446, 0.92986, 0.87645, 0.85903, 0.93389)
    37     0.000069 (0.93393, 0.97452,  1.1067,  1.4233, 0.85909, 0.80652, 0.85332,  1.1067, 0.87651, 0.80388, 0.80652, 0.97452,  0.9299, 0.87651, 0.85909, 0.93393)
    38     0.000056 (0.93395, 0.97456,  1.1067,  1.4234, 0.85914,  0.8066,  0.8534,  1.1067, 0.87655, 0.80396,  0.8066, 0.97456, 0.92993, 0.87655, 0.85914, 0.93395)
    39     0.000045 (0.93398,  0.9746,  1.1068,  1.4234, 0.85918, 0.80666, 0.85346,  1.1068, 0.87659, 0.80402, 0.80666,  0.9746, 0.92995, 0.87659, 0.85918, 0.93398)
    40     0.000037 (  0.934, 0.97463,  1.1068,  1.4234, 0.85921, 0.80671, 0.85351,  1.1068, 0.87662, 0.80407, 0.80671, 0.97463, 0.92997, 0.87662, 0.85921,   0.934)
    41     0.000030 (0.93401, 0.97466,  1.1068,  1.4234, 0.85923, 0.80675, 0.85355,  1.1068, 0.87665, 0.80411, 0.80675, 0.97466, 0.92998, 0.87665, 0.85923, 0.93401)
    42     0.000024 (0.93402, 0.97468,  1.1068,  1.4234, 0.85925, 0.80678, 0.85358,  1.1068, 0.87667, 0.80415, 0.80678, 0.97468,    0.93, 0.87667, 0.85925, 0.93402)
    43     0.000019 (0.93403, 0.97469,  1.1068,  1.4234, 0.85927, 0.80681, 0.85361,  1.1068, 0.87668, 0.80417, 0.80681, 0.97469, 0.93001, 0.87668, 0.85927, 0.93403)
    44     0.000016 (0.93404, 0.97471,  1.1069,  1.4234, 0.85928, 0.80683, 0.85363,  1.1069,  0.8767, 0.80419, 0.80683, 0.97471, 0.93002,  0.8767, 0.85928, 0.93404)
    45     0.000013 (0.93405, 0.97472,  1.1069,  1.4234, 0.85929, 0.80685, 0.85365,  1.1069, 0.87671, 0.80421, 0.80685, 0.97472, 0.93002, 0.87671, 0.85929, 0.93405)
    46     0.000010 (0.93405, 0.97473,  1.1069,  1.4235,  0.8593, 0.80686, 0.85366,  1.1069, 0.87672, 0.80423, 0.80686, 0.97473, 0.93003, 0.87672,  0.8593, 0.93405)
    47     0.000008 (0.93406, 0.97473,  1.1069,  1.4235, 0.85931, 0.80687, 0.85367,  1.1069, 0.87672, 0.80424, 0.80687, 0.97473, 0.93003, 0.87672, 0.85931, 0.93406)
